filename,is_drone,date,location,noise_level,noise_type,gain,sr,duration,num
ambience_000159.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000160.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000161.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000162.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000163.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000164.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000165.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000166.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000167.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000168.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000169.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000170.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000171.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000172.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000173.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000174.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000175.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000176.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000177.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000178.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000179.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000180.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000181.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000182.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000183.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000184.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000185.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000186.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000187.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000188.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000189.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000190.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000191.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000192.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000193.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000194.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000195.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000196.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000197.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000198.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000199.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000200.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000201.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000202.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000203.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000204.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000205.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000206.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000207.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000208.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000209.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000210.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000211.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000212.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000213.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000214.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000215.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000216.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000217.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000218.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000219.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000220.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000221.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000222.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000223.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000224.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000225.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000226.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000227.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000228.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000229.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000230.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000231.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000232.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000233.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000234.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000235.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000236.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000237.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000238.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000239.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000240.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000241.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000242.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000243.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000244.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000245.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000246.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000247.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000248.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000249.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000250.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000251.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000252.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000253.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000254.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000255.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000256.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000257.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000258.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000259.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000260.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000261.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000262.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000263.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000264.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000265.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000266.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000267.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000268.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000269.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000270.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000271.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000272.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000273.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000274.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000275.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000276.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000277.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000278.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000279.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000280.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000281.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000282.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000283.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000284.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000285.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000286.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000287.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000288.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000289.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000290.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000291.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000292.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000293.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000294.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000295.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000296.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000297.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000298.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000299.pt,False,2025-12-15,room,high noise,fan,50,22050,300,1
ambience_000300.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000301.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000302.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000303.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000304.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000305.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000306.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000307.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000308.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000309.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000310.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000311.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000312.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000313.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000314.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000315.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000316.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000317.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000318.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000319.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000320.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000321.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000322.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000323.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000324.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000325.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000326.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000327.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000328.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000329.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000330.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000331.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000332.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000333.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000334.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000335.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000336.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000337.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000338.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000339.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000340.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000341.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000342.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000343.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000344.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000345.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000346.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000347.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000348.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000349.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000350.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000351.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000352.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000353.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000354.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000355.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000356.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000357.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000358.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000359.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000360.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000361.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000362.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000363.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000364.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000365.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000366.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000367.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000368.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000369.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000370.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000371.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000372.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000373.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000374.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
ambience_000375.pt,False,2025-12-15,room,high noise,fan,50,22050,300,2
